question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level,difficulty_band
AIML_0179,The Z-score of a data point is computed as:,(x - median) / IQR,(x - mean) / standard deviation,(x - mode) / variance,x / mean,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0180,What is a sample space in probability?,The most likely outcome,The set of all possible outcomes of an experiment,The expected value,A subset of outcomes,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0181,What is an event in probability theory?,The average outcome,A subset of the sample space,The sample space itself,A single experiment,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0183,What is the complement of an event A?,A AND its opposite,All outcomes NOT in A,A plus its probability,The empty set,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0185,What is a favorable outcome?,Any outcome in the sample space,An outcome that satisfies the event of interest,The most probable outcome,An impossible outcome,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0187,Which formula gives the basic probability of event A?,P(A) = favorable outcomes / total outcomes,P(A) = total outcomes / favorable,P(A) = favorable outcomes Ã— total,P(A) = 1 / total outcomes,A,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0189,The union of events A and B represents:,Outcomes in both A and B,"Outcomes in A, B, or both",Outcomes only in A,Outcomes only in B,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0190,Two events A and B are independent if:,P(A and B) = 0,P(A and B) = P(A) + P(B),P(A and B) = P(A) Ã— P(B),P(A|B) = P(B),C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0191,What does P(A|B) represent?,Probability of A and B together,Probability of A given B has occurred,Probability of A or B,Probability of B given A,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0192,"If drawing cards without replacement, the second draw is:",Independent of the first,Dependent on the first,Always less likely,Always more likely,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0193,"For independent events A and B, P(A|B) equals:",P(B),P(A and B),P(A) Ã— P(B),P(A),D,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0194,Flipping a coin and rolling a die are:,Dependent events,Mutually exclusive events,Independent events,Complementary events,C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0196,The multiplication rule for dependent events states P(A and B) =,P(A) Ã— P(B),P(A) Ã— P(B|A),P(A) + P(B) - P(A and B),P(B|A) only,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0197,Which of the following is an example of dependent events?,Two coin flips,Rolling a die twice,Drawing two cards without replacement,Rolling two dice simultaneously,C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0198,What is the formula for conditional probability P(A|B)?,P(A) / P(B),P(A and B) / P(B),P(A) Ã— P(B),P(B) / P(A),B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0199,Bayes' Theorem states P(A|B) =,P(A) Ã— P(B),P(B|A) Ã— P(A) / P(B),P(A and B) Ã— P(B),P(A) / P(B|A),B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0200,What is the prior probability in Bayes' Theorem?,P(A|B),P(B|A),P(A),P(B),C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0201,What is the posterior probability in Bayes' Theorem?,P(A),P(B),P(B|A),P(A|B),D,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0203,What does it mean if P(A|B) = P(A)?,A and B are mutually exclusive,A and B are independent,B is a subset of A,A is more probable than B,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0204,Naive Bayes classifier is called 'naive' because it assumes:,Data is normally distributed,All features are independent given the class,All classes are equally likely,Features are correlated,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0205,"In conditional probability, conditioning on B means:",Ignoring event B,Restricting the sample space to outcomes where B has occurred,Combining A and B,Subtracting B's probability,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0206,The addition rule for mutually exclusive events P(A or B) =,P(A) Ã— P(B),P(A) - P(B),P(A) + P(B),1 - P(A) - P(B),C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0207,The general addition rule P(A or B) =,P(A) + P(B),P(A) Ã— P(B),P(A) + P(B) - P(A and B),1 - P(A and B),C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0208,Probability values must always satisfy:,P(A) > 1,P(A) < 0,0 â‰¤ P(A) â‰¤ 1,P(A) = 0 or 1 only,C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0209,What does the Law of Total Probability allow you to compute?,Joint probability only,Conditional probability only,P(B) using all mutually exclusive events that partition the sample space,P(A|B) only,C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0210,"If events A and B are mutually exclusive, which is true?",P(A|B) = P(A),They can both occur,P(A and B) = 0,P(A or B) = P(A) Ã— P(B),C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0212,Which rule is used to update probabilities with new evidence?,Addition Rule,Multiplication Rule,Bayes' Theorem,Complement Rule,C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0213,The complement rule states P(A') =,1 + P(A),P(A) - 1,1 - P(A),0 - P(A),C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0214,What does the derivative of a function represent?,The area under the curve,The instantaneous rate of change of the function,The maximum value of the function,The inverse of the function,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0218,What is the derivative of f(x) = 3xÂ³?,3xÂ²,9xÂ²,xÂ³,9xÂ³,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0219,"In gradient descent, the derivative is used to:",Find the maximum of the loss,Find the direction to move weights to reduce loss,Compute the mean,Normalize features,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0220,What is the chain rule used for?,Differentiating simple polynomials,Computing derivatives of composite functions,Finding maximum values,Integrating functions,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0221,What is the derivative of f(x) = e^x?,xe^(x-1),e^x,1/e^x,x Ã— e^x,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0223,What does the power rule state for d/dx(x^n)?,n^x,n Ã— x^(n+1),n Ã— x^(n-1),x^n / n,C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0224,Apply the power rule: what is d/dx(x^7)?,7x^8,x^8,7x^6,6x^7,C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0226,What is d/dx(4x^3)?,12xÂ²,4xÂ²,3xÂ²,12x^4,A,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0228,What is the derivative of f(x) = 5x^4 - 3x^2 + 2?,20x^3 - 6x + 2,20x^3 - 6x,5x^3 - 3x,20x^3 + 6x,B,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0229,What is d/dx(âˆšx) using the power rule (âˆšx = x^(1/2))?,1/(2âˆšx),2âˆšx,âˆšx / 2,x^(3/2),A,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0231,"If f(x) = 2x^5, what is f'(x)?",2x^4,10x^5,10x^4,5x^4,C,AIML,Mathematical Foundations,Foundational (L1-L10),Foundational
AIML_0234,Which of the following is a valid Python variable name?,2score,my-score,my_score,class,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0235,What does the assignment operator = do in Python?,Checks equality,Assigns a value to a variable,Declares a variable type,Compares two values,B,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0237,"In Python, variable names are:",Case-insensitive,Limited to 8 characters,Case-sensitive,Must start with a letter or underscore,D,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0238,What does type(x) return if x = 3.14?,<class 'int'>,<class 'float'>,<class 'str'>,<class 'number'>,B,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0240,Which keyword makes a variable global inside a function?,local,static,global,extern,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0242,What does del x do to a variable x?,Sets x to None,Resets x to 0,Removes x from memory,Makes x negative,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0243,Can a Python variable name contain spaces?,"Yes, with quotes","Yes, always","No, spaces are not allowed",Only in comments,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0246,What does x //= 3 do if x = 10?,Sets x to 3.33,Sets x to 1,Sets x to 3,Sets x to 30,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0247,"What is variable swapping using tuple unpacking: a, b = b, a?",Creates copies,Swaps values without a temporary variable,Raises an error,Creates a tuple,B,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0257,Which of the following is NOT a built-in Python data type?,int,float,char,bool,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0258,What is the type of the value True in Python?,int,str,bool,NoneType,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0260,What is the output of print(type(None))?,<class 'void'>,<class 'null'>,<class 'NoneType'>,<class 'none'>,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0261,Which data type is immutable and ordered in Python?,list,dict,set,tuple,D,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0264,What does float('inf') represent?,An error,Zero,Positive infinity,Undefined,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0265,What is the output of print(type(1+2j))?,<class 'float'>,<class 'complex'>,<class 'imaginary'>,Error,B,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0266,Which function checks if x is of type int?,type(x) == 'int',"isinstance(x, int)",x.type() == int,"checktype(x, int)",B,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0269,Which Python type can represent very large integers without overflow?,long,int64,BigInt,int,D,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0281,What does the ** operator do in Python?,Multiply by 2,Exponentiation (power),Integer division,String repeat,B,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0287,What does the | operator do on integers?,Logical OR,Bitwise XOR,Bitwise OR,Integer division,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0289,Which operator checks identity (same memory object)?,#ERROR!,!=,is,in,C,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
AIML_0291,What does x ^= 5 do if x = 3?,x becomes 8,x becomes 6,x becomes 2,x becomes 15,B,AIML,Python Fundamentals,Foundational (L1-L10),Foundational
